source_file,model_name,scope,domain,privacy_level,attack_strength,num_examples,avg_example_score,score_100
summary_Llama-3.3-70B-Instruct.json,meta-llama/Llama-3.3-70B-Instruct,overall,,,,825,0.5021688311688312,50.21688311688312
summary_Llama-3.3-70B-Instruct.json,meta-llama/Llama-3.3-70B-Instruct,by_domain_overall,customer_support,,,150,0.49633333333333335,49.63333333333333
summary_Llama-3.3-70B-Instruct.json,meta-llama/Llama-3.3-70B-Instruct,by_domain_privacy_level,customer_support,1,,30,0.4675,46.75
summary_Llama-3.3-70B-Instruct.json,meta-llama/Llama-3.3-70B-Instruct,by_domain_privacy_level,customer_support,2,,30,0.5416666666666666,54.166666666666664
summary_Llama-3.3-70B-Instruct.json,meta-llama/Llama-3.3-70B-Instruct,by_domain_privacy_level,customer_support,3,,30,0.47361111111111115,47.361111111111114
summary_Llama-3.3-70B-Instruct.json,meta-llama/Llama-3.3-70B-Instruct,by_domain_privacy_level,customer_support,4,,30,0.4,40.0
summary_Llama-3.3-70B-Instruct.json,meta-llama/Llama-3.3-70B-Instruct,by_domain_privacy_level,customer_support,5,,30,0.5988888888888888,59.88888888888888
summary_Llama-3.3-70B-Instruct.json,meta-llama/Llama-3.3-70B-Instruct,by_domain_attack_strength,customer_support,,1,30,0.3333333333333333,33.33333333333333
summary_Llama-3.3-70B-Instruct.json,meta-llama/Llama-3.3-70B-Instruct,by_domain_attack_strength,customer_support,,2,30,0.7622222222222222,76.22222222222223
summary_Llama-3.3-70B-Instruct.json,meta-llama/Llama-3.3-70B-Instruct,by_domain_attack_strength,customer_support,,3,30,0.25,25.0
summary_Llama-3.3-70B-Instruct.json,meta-llama/Llama-3.3-70B-Instruct,by_domain_attack_strength,customer_support,,4,30,0.4166666666666667,41.66666666666667
summary_Llama-3.3-70B-Instruct.json,meta-llama/Llama-3.3-70B-Instruct,by_domain_attack_strength,customer_support,,5,30,0.7194444444444444,71.94444444444444
summary_Llama-3.3-70B-Instruct.json,meta-llama/Llama-3.3-70B-Instruct,by_domain_overall,education,,,150,0.5612619047619047,56.12619047619047
summary_Llama-3.3-70B-Instruct.json,meta-llama/Llama-3.3-70B-Instruct,by_domain_privacy_level,education,1,,30,0.5989682539682539,59.89682539682539
summary_Llama-3.3-70B-Instruct.json,meta-llama/Llama-3.3-70B-Instruct,by_domain_privacy_level,education,2,,30,0.4666666666666667,46.666666666666664
summary_Llama-3.3-70B-Instruct.json,meta-llama/Llama-3.3-70B-Instruct,by_domain_privacy_level,education,3,,30,0.5571428571428572,55.714285714285715
summary_Llama-3.3-70B-Instruct.json,meta-llama/Llama-3.3-70B-Instruct,by_domain_privacy_level,education,4,,30,0.6097222222222223,60.97222222222223
summary_Llama-3.3-70B-Instruct.json,meta-llama/Llama-3.3-70B-Instruct,by_domain_privacy_level,education,5,,30,0.5738095238095239,57.38095238095239
summary_Llama-3.3-70B-Instruct.json,meta-llama/Llama-3.3-70B-Instruct,by_domain_attack_strength,education,,1,30,0.5990079365079365,59.90079365079365
summary_Llama-3.3-70B-Instruct.json,meta-llama/Llama-3.3-70B-Instruct,by_domain_attack_strength,education,,2,30,0.7180555555555556,71.80555555555556
summary_Llama-3.3-70B-Instruct.json,meta-llama/Llama-3.3-70B-Instruct,by_domain_attack_strength,education,,3,30,0.39333333333333337,39.333333333333336
summary_Llama-3.3-70B-Instruct.json,meta-llama/Llama-3.3-70B-Instruct,by_domain_attack_strength,education,,4,30,0.24761904761904763,24.761904761904763
summary_Llama-3.3-70B-Instruct.json,meta-llama/Llama-3.3-70B-Instruct,by_domain_attack_strength,education,,5,30,0.8482936507936507,84.82936507936508
summary_Llama-3.3-70B-Instruct.json,meta-llama/Llama-3.3-70B-Instruct,by_domain_overall,finance,,,150,0.4315555555555556,43.15555555555556
summary_Llama-3.3-70B-Instruct.json,meta-llama/Llama-3.3-70B-Instruct,by_domain_privacy_level,finance,1,,30,0.49444444444444446,49.44444444444444
summary_Llama-3.3-70B-Instruct.json,meta-llama/Llama-3.3-70B-Instruct,by_domain_privacy_level,finance,2,,30,0.4522222222222222,45.22222222222222
summary_Llama-3.3-70B-Instruct.json,meta-llama/Llama-3.3-70B-Instruct,by_domain_privacy_level,finance,3,,30,0.375,37.5
summary_Llama-3.3-70B-Instruct.json,meta-llama/Llama-3.3-70B-Instruct,by_domain_privacy_level,finance,4,,30,0.4444444444444445,44.44444444444445
summary_Llama-3.3-70B-Instruct.json,meta-llama/Llama-3.3-70B-Instruct,by_domain_privacy_level,finance,5,,30,0.39166666666666666,39.166666666666664
summary_Llama-3.3-70B-Instruct.json,meta-llama/Llama-3.3-70B-Instruct,by_domain_attack_strength,finance,,1,30,0.16666666666666666,16.666666666666664
summary_Llama-3.3-70B-Instruct.json,meta-llama/Llama-3.3-70B-Instruct,by_domain_attack_strength,finance,,2,30,0.9333333333333333,93.33333333333333
summary_Llama-3.3-70B-Instruct.json,meta-llama/Llama-3.3-70B-Instruct,by_domain_attack_strength,finance,,3,30,0.03333333333333333,3.3333333333333335
